,business_id,postal_code,categories,name,neighborhood,review_count,state,address,city,stars
3920,QteBKpZTRa2dJ3u7MLiXww,89104,"[u'Mexican', u'Restaurants']",Los Tacos,Downtown,252,NV,1710 E Charleston Blvd,Las Vegas,4.0
3921,QuybD_bJcAB2CHcpTfREYg,85282,"[u'American (Traditional)', u'Burgers', u'American (New)', u'Hot Dogs', u'Fast Food', u'Restaurants']",Detroit Coney Grill,,546,AZ,930 W Broadway Rd,Tempe,4.5
3922,R-Jmd1zLAyGsN5uP_hJx3g,85234,"[u'Japanese', u'Restaurants', u'Sushi Bars']",Masa Sushi,,225,AZ,"865 N Gilbert Rd, Ste 106",Gilbert,4.0
3923,R-sEoZXf37pGzLnid7s6wA,85210,"[u'Restaurants', u'Mexican', u'Breakfast & Brunch']",Taquitos Jalisco,,311,AZ,1052 W Broadway Rd,Mesa,4.5
3924,R1IeUbdKFS0aC1QZDT1_Dw,89102,"[u'Soup', u'Vietnamese', u'Restaurants']",Pho D'licious,Chinatown,211,NV,4631 Spring Mountain Rd,Las Vegas,4.0
3925,R1jJQi2yR44D_2ileqr8kA,28203,"[u'Vegan', u'Vegetarian', u'Live/Raw Food', u'Restaurants']",Living Kitchen,South End,315,NC,"2000 S Blvd, Ste 300",Charlotte,4.5
3926,R68SX1-FFLvv6BqsK9-Alw,85234,"[u'Specialty Food', u'Tacos', u'Mexican', u'Seafood', u'Restaurants', u'Salad', u'Seafood Markets', u'Fish & Chips', u'Food']",SoCal Fish Taco Company,,335,AZ,219 N Gilbert Rd,Gilbert,4.0
3927,R6QCy5sVlySKgqvHb-HhTg,53711,"[u'American (New)', u'Restaurants', u'Gluten-Free', u'Modern European']",Jacs Dining and Tap House,Dudgeon-Monroe,197,WI,2611 Monroe St,Madison,4.0
3928,RADloW1UROUn4FJFU4JJNg,M5E 1C3,"[u'Seafood', u'Restaurants']",Buster's Sea Cove,St. Lawrence,245,ON,93 Front Street E,Toronto,3.5
3929,RAh9WCQAuocM7hYM5_6tnw,28211,"[u'Restaurants', u'Asian Fusion', u'Burgers', u'Sushi Bars']",The Cowfish Sushi Burger Bar,South Park,1345,NC,"4310 Sharon Rd, Ste X05",Charlotte,4.0
3930,RDQ_812x82H72J7C6jG36Q,53704,"[u'Colombian', u'Venezuelan', u'Caribbean', u'Restaurants', u'Latin American']",La Taguara,Hawthorne,248,WI,3502 E Washington Ave,Madison,4.5
3931,RESDUcs7fIiihp38-d6_6g,89109,"[u'Sandwiches', u'Buffets', u'Restaurants', u'Breakfast & Brunch', u'Food']",Bacchanal Buffet,The Strip,7009,NV,3570 S Las Vegas Blvd,Las Vegas,4.0
3932,RHO331ipxuIYqvmn__Sxwg,85262,"[u'Comfort Food', u'Restaurants', u'American (Traditional)', u'Gluten-Free']",Proof,,166,AZ,10600 E Crescent Moon Dr,Scottsdale,4.0
3933,RHi3Bn4HBGBp105LdVlZbQ,89109,"[u'Food', u'Ice Cream & Frozen Yogurt']",Ice Pan,The Strip,334,NV,"3475 Las Vegas Blvd S, Fl 2",Las Vegas,4.5
3934,RN0PTeMSF_eaeXN6VV7RwA,85281,"[u'Restaurants', u'Sushi Bars', u'Bars', u'Japanese', u'Nightlife']",RA Sushi Bar Restaurant,,349,AZ,"411 S Mill Ave, Ste 103",Tempe,3.0
3935,RNO7SRmfVi0CyXjtPhXELg,28209,"[u'Gluten-Free', u'Restaurants', u'Pizza', u'Bars', u'Sports Bars', u'Sandwiches', u'Nightlife']",Mellow Mushroom,Myers Park,167,NC,"2820 Selwyn Ave, Ste 100",Charlotte,3.5
3936,RNi6tW22UMgHwWLAb0mYdA,89169,"[u'Steakhouses', u'Restaurants']",Lawry's The Prime Rib,Eastside,890,NV,4043 Howard Hughes Pkwy,Las Vegas,4.0
3937,RRtjC-KUE9vSbD09r6is2A,85251,"[u'Mexican', u'Local Flavor', u'Restaurants']",Salty Señorita,,195,AZ,3636 N Scottsdale Rd,Scottsdale,3.0
3938,RRw9I8pHt5PzgYGT2QeODw,89145,"[u'Restaurants', u'Pizza']",Grimaldi's Pizzeria,Westside,459,NV,"750 S Rampart Blvd, Ste 7",Las Vegas,4.0
3939,RSOinkOUpxm0mGw1IWr4Xw,89109,"[u'Sushi Bars', u'Japanese', u'Restaurants']",Katsuya,The Strip,377,NV,"SLS Las Vegas, 2535 S Las Vegas Blvd",Las Vegas,4.5
3940,RYBGhnFtyZGjlREEfcRFrg,15224,"[u'Vietnamese', u'Restaurants']",Tram's Kitchen,Bloomfield,277,PA,4050 Penn Ave,Pittsburgh,4.0
3941,R_M4P9XetEM-aLE7eHdthw,85202,"[u'Sushi Bars', u'Restaurants', u'Japanese']",Crazy Sushi & Crab,,160,AZ,1310 S. Longmore,Mesa,4.0
3942,Rb2s2-2kIvbPXnPEuM_OBg,89109,"[u'American (Traditional)', u'Bars', u'Restaurants', u'Caribbean', u'Nightlife']",Kahunaville Island Restaurant,The Strip,473,NV,3300 Las Vegas Blvd S,Las Vegas,3.0
3943,RlNmDWJ0kkEWXW7yORJZVw,M2H 1S8,"[u'Restaurants', u'Chinese']",Congee Wong,,156,ON,10 Ravel Road,North York,4.0
3944,RodA_gxhr2Mj-pyQAL2RAQ,89135,"[u'Italian', u'Nightlife', u'Wine Bars', u'Restaurants', u'Bars']",Salute Trattoria Italiana,South Summerlin,267,NV,11011 W Charleston Blvd,Las Vegas,3.5
3945,RrZ2WUPuvCBAMIVC-ZYL-A,85022,"[u'Waffles', u'Restaurants', u'Breakfast & Brunch', u'Salad', u'American (Traditional)', u'Burgers', u'Sandwiches']",US Egg,,189,AZ,"402 E Greenway Pkwy, Ste 5",Phoenix,4.0
3946,RvwZqjdkZ_pER0moPXLZAQ,15217,"[u'Restaurants', u'Bubble Tea', u'Coffee & Tea', u'Chinese', u'Taiwanese', u'Food', u'Cafes']",Rose Tea Cafe,Squirrel Hill,306,PA,5874 Forbes Ave,Pittsburgh,3.5
3947,RwMLuOkImBIqqYj4SSKSPg,89109,"[u'Mexican', u'Tacos', u'Restaurants']",Tacos El Gordo,The Strip,2448,NV,3049 S Las Vegas Blvd,Las Vegas,4.0
3948,RztX0zV7ObHZD08SDUhI0Q,85022,"[u'Gluten-Free', u'Restaurants', u'Pizza', u'Italian']",Spinato's Pizzeria,,401,AZ,1614 E Bell Rd,Phoenix,4.5
3949,S-egzF2c7bRpCUNbZqV8dg,89123,"[u'Restaurants', u'Cafes']",Truffles N Bacon Cafe,,495,NV,"8872 S Eastern Ave, Ste 100",Las Vegas,4.0
3950,S-oLPRdhlyL5HAknBKTUcQ,85003,"[u'Restaurants', u'Seafood', u'Japanese', u'Sushi Bars']",Harumi Sushi,,906,AZ,"114 W Adams St, Ste C101",Phoenix,4.5
3951,S1Gpj_cqlEzitBCGAXj5aA,89169,"[u'Indian', u'Vegan', u'Pakistani', u'Restaurants', u'Vegetarian']",Gandhi India's Cuisine,Eastside,328,NV,"4080 Paradise Rd, Ste 9",Las Vegas,3.5
3952,S3-JpB5dBhMXmauMqeoN-g,53715,"[u'Restaurants', u'Mexican']",Taqueria Guadalajara,Bay Creek,330,WI,1033 S Park St,Madison,4.0
3953,S3-Zmeg2FALMsx9GhHJ5HQ,89149,"[u'Macarons', u'Specialty Food', u'Food', u'Coffee & Tea', u'Juice Bars & Smoothies']",Tea Time Café,Northwest,310,NV,"5590 Painted Mirage Rd, Ste 130",Las Vegas,4.5
3954,S599hCA4kJJO3_b6SRFKoA,89149,"[u'Restaurants', u'Mexican', u'Seafood', u'Breakfast & Brunch']",Michoacan Gourmet Mexican Restaurant,Centennial,358,NV,7870 W Tropical Pkwy,Las Vegas,3.5
3955,SAIrNOB4PtDA4gziNCucwg,89102,"[u'Bars', u'Cocktail Bars', u'Nightlife', u'Italian', u'Tapas Bars', u'Steakhouses', u'Restaurants']",Herbs & Rye,Westside,1155,NV,3713 W Sahara Ave,Las Vegas,4.0
3956,SDSDJp-d_qUibvLF2FfsCQ,M6R 1A8,"[u'Donuts', u'Food']",Glory Hole Doughnuts,Parkdale,189,ON,1596 Queen Street W,Toronto,3.5
3957,SDtIdchX9WpKlH5Yst8kjQ,89123,"[u'Caterers', u'Guamanian', u'Ethnic Food', u'Asian Fusion', u'Comfort Food', u'Event Planning & Services', u'Local Flavor', u'Food', u'Barbeque', u'Specialty Food', u'Hawaiian', u'Restaurants']",Red Rice,Southeast,279,NV,"9400 S Eastern Ave, Ste 106A",Las Vegas,4.5
3958,SEH79jbg5Q8cCozCnhqMHA,85251,"[u'Italian', u'Restaurants']",Marcellino Ristorante,,269,AZ,7114 E Stetson Dr,Scottsdale,4.0
3959,SEjyjYlMfFFzkHaru6JadA,89103,"[u'Restaurants', u'Mexican']",Ricardo's Mexican Restaurant,,400,NV,4930 W Flamingo Rd,Las Vegas,3.5
3960,SFaCcwpIKjrpnT1IjzEDdg,89103,"[u'Mediterranean', u'Restaurants', u'Kosher', u'Tapas Bars']",Jerusalem Grill & Bar,,210,NV,4825 W Flamingo Rd,Las Vegas,4.0
3961,SFnrHuVFSNiondFVUBLJZQ,H2Y 1E9,"[u'Restaurants', u'Creperies', u'French']",Chez Suzette,Ville-Marie,281,QC,3 Rue Saint-Paul E,Montréal,3.5
3962,SGpCV9O5teB-we8XNNlGHQ,H2T 2L1,"[u'Cafes', u'Coffee & Tea', u'Food', u'Desserts', u'Restaurants', u'Ice Cream & Frozen Yogurt']",Café Olimpico,Plateau-Mont-Royal,205,QC,124 Rue Saint-Viateur O,Montréal,4.5
3963,SHFlELFcEcAOJv_fTAKChQ,28202,"[u'Bars', u'Nightlife', u'American (New)', u'Tapas/Small Plates', u'Restaurants']",Dandelion Market,Fourth Ward,522,NC,118 W 5th St,Charlotte,4.0
3964,SIVi2UQp1UT0lMIoqHP0QA,85282,"[u'Event Planning & Services', u'Restaurants', u'American (New)', u'Party & Event Planning', u'American (Traditional)']",Rainforest Cafe,,293,AZ,5000 S Arizona Mills Cir,Tempe,2.5
3965,SJU-jRAZS0cXoBGUjX5GUg,89147,"[u'Asian Fusion', u'Restaurants']",Jumping Rice & Rolls,Spring Valley,255,NV,"9484 W Flamingo Rd, Ste 175",Las Vegas,4.0
3966,SJo_IjvzdRtCvZVN0cbrRQ,44223,"[u'American (New)', u'Restaurants', u'Breakfast & Brunch', u'Cafes', u'Seafood', u'French']",The Blue Door Cafe & Bakery,,397,OH,1970 State Rd,Cuyahoga Falls,4.5
3967,SOwXfqwUr6NWmbBS0tx_GA,85283,"[u'Shopping', u'Specialty Food', u'Flowers & Gifts', u'Beer', u'Wine & Spirits', u'Florists', u'Grocery', u'Food']",Trader Joe's,,153,AZ,6460 S McClintock Dr,Tempe,4.5
3968,SRYM6FaIF6LuXldcC1PY8w,85226,"[u'Gluten-Free', u'Asian Fusion', u'Restaurants', u'Chinese']",P.F. Chang's,,176,AZ,3255 W Chandler Blvd,Chandler,3.0
3969,ST66dWiUqYnvrD7zT4QBNw,85374,"[u'Mexican', u'Restaurants']",Rito's Mexican Food- Surprise,,281,AZ,"15643 N Reems Rd, Ste 106",Surprise,4.0
3970,SThmy10YhS13oFgT990Xhw,28277,"[u'Breakfast & Brunch', u'Coffee & Tea', u'Restaurants', u'Food']",Cast Iron Waffles,Ballantyne,154,NC,9604 Longstone Ln,Charlotte,4.0
3971,SVGApDPNdpFlEjwRQThCxA,89147,"[u'Restaurants', u'Bars', u'Nightlife', u'Mexican']",Juan's Flaming Fajitas & Cantina,Spring Valley,1210,NV,"9640 W Tropicana, Ste 101",Las Vegas,4.5
3972,SW0NcZwZsbSpsk0ZPgJKmQ,M6J 1G1,"[u'Restaurants', u'Comfort Food', u'Hot Dogs', u'Thai']",Nana,Niagara,165,ON,785 Queen Street W,Toronto,3.0
3973,SWDxTrwU_qlEcJp36IYquw,85029,"[u'Restaurants', u'Specialty Food', u'Ethnic Food', u'Bakeries', u'Food', u'Mexican', u'Cuban']",Cuban Foods Bakery & Restaurant,,200,AZ,10649 N 43rd Ave,Phoenix,4.5
3974,SWhHaWFuijy_KDs0zVCJog,85284,"[u'Pizza', u'Restaurants', u'Italian', u'Seafood']",RigaTony's Authentic Italian,,560,AZ,1850 E Warner Rd,Tempe,4.0
3975,SYGbbZlLk81_bOlBptbS7A,89014,"[u'Mediterranean', u'Restaurants', u'Greek', u'Vegetarian']",Kyklos Greek Cafe,,220,NV,1300 W Sunset Rd,Henderson,4.5
3976,SZEFE5hL7aN5nM-A44iPwQ,89109,"[u'Restaurants', u'Nightlife', u'Steakhouses', u'Bars']",Prime,The Strip,772,NV,3600 S Las Vegas Blvd,Las Vegas,4.0
3977,S_5VQYMMa4aD3NzgYLkvhg,89102,"[u'Chicken Wings', u'Comfort Food', u'Barbeque', u'Asian Fusion', u'Chicken Shop', u'American (New)', u'Southern', u'Restaurants', u'Hawaiian']",Mochiko Chicken,Westside,350,NV,2101 S Decatur Blvd,Las Vegas,4.5
3978,ScdtR67jO-p_ZIpVbZPRfw,44107,"[u'Vegetarian', u'Vegan', u'Indian', u'Pakistani', u'Restaurants']",India Garden,,196,OH,18405 Detroit Ave,Lakewood,4.0
3979,SgSVJWgMwFteYyz4OlHu9Q,89117,"[u'Sandwiches', u'Pizza', u'Restaurants', u'Caterers', u'Italian', u'Event Planning & Services']",Bambino's East Coast Pizzeria,The Lakes,245,NV,2555 S Durango Dr,Las Vegas,4.5
3980,Sk0Ycurq7D083Qs8x65b_Q,M5C 1S2,"[u'American (New)', u'Cocktail Bars', u'Canadian (New)', u'Vegetarian', u'Nightlife', u'Bars', u'Restaurants']",George,Corktown,200,ON,111 Queen Street E,Toronto,4.5
3981,SkO0Kd4_bO4VWTzCa_k8_g,85007,"[u'Lounges', u'Bars', u'Cocktail Bars', u'Nightlife']",SideBar,,355,AZ,"1514 N 7th Ave, Fl 2",Phoenix,4.0
3982,SkSkWld_ijmWVEDo9_ztKw,89012,"[u'Pizza', u'Italian', u'Sandwiches', u'Restaurants']",Bistro Pizza,,403,NV,"55 S Gibson Rd, Ste 112",Henderson,4.5
3983,So132GP_uy3XbGs0KNyzyw,89121,"[u'Restaurants', u'Pizza', u'Seafood', u'American (New)', u'Salad', u'Italian']",Casa Di Amore,Eastside,676,NV,2850 E Tropicana Ave,Las Vegas,4.5
3984,So52MxrZGy8bPpyDPQP-Lg,28203,"[u'Food', u'Ice Cream & Frozen Yogurt']",Golden Cow Creamery,South End,162,NC,170 W Summit Ave,Charlotte,4.5
3985,SotrpltgrAJBqNGZlbYUNA,85234,"[u'Restaurants', u'Breakfast & Brunch', u'Sandwiches', u'American (Traditional)']",The Farmhouse Restaurant,,374,AZ,228 N Gilbert Rd,Gilbert,4.0
3986,Sovgwq-E-n6wLqNh3X_rXg,89121,"[u'Mexican', u'Restaurants']",Lindo Michoacan,Eastside,957,NV,2655 E Desert Inn Rd,Las Vegas,4.0
3987,SqxIx0KbTmCvUlOfkjamew,89134,"[u'Restaurants', u'Vegan', u'Thai']",Thai Style Noodle House,Summerlin,303,NV,2267 N Rampart Blvd,Las Vegas,4.0
3988,Ssa6XY_RdDRRB9wuVIeIWw,89117,"[u'Lebanese', u'Greek', u'Middle Eastern', u'Restaurants', u'Mediterranean']",Hedary's Mediterranean Restaurant,Westside,234,NV,"7365 W Sahara Ave, Ste K",Las Vegas,4.5
3989,SuRxV4YkPsvyyqK57On0rQ,89102,"[u'Food', u'Vegan', u'Caribbean', u'Restaurants', u'Bakeries']",Pura Vida Bakery & Bystro,Downtown,218,NV,1236 Western Ave,Las Vegas,4.0
3990,SueEpC916vd8Lo3Lyl9_pQ,89014,"[u'Restaurants', u'Hawaiian']",Ross J's Aloha Grill,,443,NV,"4650 E Sunset Rd, Ste A",Henderson,4.0
3991,SvCjBtbN1cKElDKPTw9dOA,15211,"[u'Nightlife', u'Bars', u'Wine Bars', u'Seafood', u'Cocktail Bars', u'Restaurants']",Monterey Bay Fish Grotto,Duquesne Heights,353,PA,1411 Grandview Ave,Pittsburgh,4.0
3992,SycXTaA4MeJZuDK4Y1owDQ,89135,"[u'Nightlife', u'Burgers', u'American (Traditional)', u'Bars', u'Restaurants', u'Sports Bars']",Islands Restaurant,Summerlin,248,NV,10810 W Charleston Blvd,Las Vegas,3.5
3993,SzB85-8tmDEvoapZSDTBkQ,89118,"[u'Mexican', u'Fast Food', u'Restaurants']",Roberto's Taco Shop,,171,NV,5335 S Decatur Blvd,Las Vegas,3.5
3994,SzBpr6or7BQcjc-e3ARLjw,89118,"[u'Breakfast & Brunch', u'Restaurants', u'Sandwiches']",Greens and Proteins,Spring Valley,170,NV,6375 S Rainbow Blvd,Las Vegas,4.0
3995,SzcCJJmreMlWCsNjupdVAA,44106,"[u'Restaurants', u'French']",L'Albatros,University,546,OH,11401 Bellflower Rd,Cleveland,4.5
3996,SzlzAjBwFcdbOwRPjNxaxw,28277,"[u'Steakhouses', u'Mediterranean', u'Spanish', u'Restaurants']",Miro Spanish Grille,Ballantyne,155,NC,"12239 N Community House Rd, Ste 102",Charlotte,4.0
3997,SzzrUeJGnl_LQAJXMK8wQw,89139,"[u'Noodles', u'Ramen', u'Japanese', u'Soup', u'Restaurants']",Omoide Noodles & Bowls,Southwest,295,NV,7745 S Rainbow Blvd,Las Vegas,3.5
3998,T1tvWywCdTv8YiK-r_roLw,85283,"[u'Ice Cream & Frozen Yogurt', u'Food']",Aloha Yogurt,,265,AZ,"219 E Baseline Rd, Ste 5",Tempe,4.5
3999,T3ASfec34b8-uYr3xZj8Lw,89145,"[u'Restaurants', u'Asian Fusion', u'Gluten-Free', u'Chinese']",P.F. Chang's,Westside,313,NV,1095 S Rampart Blvd,Las Vegas,3.5
4000,T3phaFF7ihJk1YsU23r1rQ,85345,"[u'Restaurants', u'Bars', u'American (New)', u'Nightlife', u'Whiskey Bars']",Cabin Whiskey & Grill,,225,AZ,9868 W Northern Ave,Peoria,3.5
4001,T70pMoTP008qYLsIvFCXdQ,89109,"[u'Coffee & Tea', u'Restaurants', u'Vegan', u'American (New)', u'Food']",Red Velvet Café,The Strip,188,NV,"Fashion Show Mall, 3200 Las Vegas Blvd, Ste1850",Las Vegas,3.5
4002,T8-8C1C7QwxzZcMGK_8H4A,89044,"[u'American (Traditional)', u'Breakfast & Brunch', u'Restaurants']",Hash House A Go Go,,322,NV,"The M Resort, 12300 Las Vegas Blvd S",Henderson,3.5
4003,TA1dpJpodkG2NR7JJLIicQ,89145,"[u'Gastropubs', u'Asian Fusion', u'Restaurants']",Poppy Den,Westside,184,NV,440 S Rampart,Las Vegas,3.5
4004,TA57efJ1C0acoCx5mtLnJg,85248,"[u'Bars', u'American (New)', u'Restaurants', u'Nightlife', u'Steakhouses']",Chop Chandler,,277,AZ,2625 W Queen Creek Rd,Chandler,3.5
4005,TEaBolNAkOdRm2gvIYz4OQ,85042,"[u'Bars', u'Nightlife', u'Cocktail Bars', u'Restaurants', u'Mexican']",Poncho's,,245,AZ,7202 S Central Ave,Phoenix,3.5
4006,TF4iJDrgB_ygfJWN4POg8A,89074,"[u'Thai', u'Seafood', u'Restaurants']",Siri Thai,,165,NV,2605 Windmill Pkwy,Henderson,3.5
4007,TL5Dtfnf-5hYG13lBF9N2A,89109,"[u'Japanese', u'Beer', u'Wine & Spirits', u'Teppanyaki', u'Food', u'Restaurants']",Benihana,Eastside,412,NV,3000 Paradise Rd,Las Vegas,3.5
4008,TLMysu1mWiLEslCBon5W1g,M6G 1B2,"[u'Canadian (New)', u'Italian', u'Restaurants', u'Modern European']",Sidecar,Little Italy,221,ON,577 College Street,Toronto,4.0
4009,TLWZK8NIpn4zI4_yut-q6Q,28203,"[u'Restaurants', u'Vegetarian', u'Vegan', u'Live/Raw Food']",Luna's Living Kitchen,South End,284,NC,"2102 S Blvd, Ste 150",Charlotte,4.5
4010,TLbx_MR2dyFztoyR5d9H2A,85234,"[u'Pizza', u'Italian', u'Restaurants']",Salerno's Restaurant & Pizzeria,,173,AZ,3921 E Guadalupe Rd,Gilbert,4.0
4011,TT658qQinO6MBHP9q7rJ8w,89144,"[u'Restaurants', u'Cajun/Creole']",Lola's A Louisiana Kitchen,Summerlin,374,NV,1220 N Town Center Dr,Las Vegas,4.0
4012,TTFbaLpIwrjFx7YIL2pbJA,28105,"[u'Lebanese', u'Mediterranean', u'Vegan', u'Restaurants', u'Middle Eastern']",Kabab-Je Rotisserie & Grille,,389,NC,"2233 Matthews Township Pkwy, Ste E",Matthews,4.5
4013,TVYJx5iUkLJFiuiXc8rxEQ,85044,"[u'Pizza', u'Restaurants', u'Sandwiches', u'Italian']",Nellos Pizza,,199,AZ,"4710 E Warner Rd, Ste 10",Phoenix,4.0
4014,TVbVii4EUQt9DG7y698zIw,89109,"[u'American (New)', u'Breakfast & Brunch', u'Restaurants', u'Cafes']",ARIA Café,The Strip,758,NV,3730 Las Vegas Blvd S,Las Vegas,2.5
4015,TXS-9SUkjpZFz29XOB1SPg,89104,"[u'Soul Food', u'Cafes', u'Restaurants', u'Breakfast & Brunch']",M&M Soul Food Cafe,The Strip,332,NV,2211 S Las Vegas Blvd,Las Vegas,3.0
4016,Ta4GRuHyZvU5H_l5IAG1PQ,89146,"[u'Filipino', u'Fast Food', u'Restaurants', u'Buffets']",Nanay Gloria,Chinatown,153,NV,"5980 W Spring Mountain Rd, Ste 2 C",Las Vegas,3.5
4017,Tc1ly-0VLk3AaoMb7CrlVA,85008,"[u'Restaurants', u'Food Stands', u'Mexican']",Speedy Street Tacos,,223,AZ,25 N 40th St,Phoenix,4.0
4018,TfabYPasZ1oOMN6JLa-yvw,89169,"[u'Indian', u'Restaurants']",India Palace,Eastside,694,NV,505 E Twain Ave,Las Vegas,4.0
4019,TfbHsUq-ZlQVAmb_Y79rIg,89005,"[u'Diners', u'Restaurants']",Southwest Diner,,329,NV,761 Nevada Hwy,Boulder City,4.0
4020,TfcQhrjJco0C_x0KVK7LwA,85257,"[u'American (New)', u'Restaurants', u'Bars', u'Sports Bars', u'Nightlife']",Duke's Sports Bar and Grill,,262,AZ,7607 E McDowell Rd,Scottsdale,3.0
4021,Tgc2dTcE1xOey2OUt_PvXA,85395,"[u'Pizza', u'Italian', u'Restaurants', u'Sandwiches']",Oregano's Pizza Bistro,,280,AZ,15280 W Mcdowell Rd,Goodyear,3.5
4022,Thx8WO-qqYJmEKssu4g9SA,89146,"[u'Japanese', u'Buffets', u'Sushi Bars', u'Restaurants']",Sushi On Rainbow,Chinatown,152,NV,"6870 Spring Mountain Rd, Ste 6",Las Vegas,3.5
4023,Tnc-QnFufxhnj32GC90C-Q,28208,"[u'Food', u'Breakfast & Brunch', u'Vegetarian', u'Restaurants', u'Delis', u'Sandwiches', u'Salad', u'Beer', u'Wine & Spirits']",Rhino Market & Deli,,158,NC,"1500 W Morehead St, Ste E",Charlotte,4.5
4024,TrN8HBHBL4-Tu7cXMDoopQ,89120,"[u'Restaurants', u'Chinese']",Golden Flower Chinese Cuisine,Southeast,188,NV,3315 E Russell Rd,Las Vegas,4.0
4025,TubbskG3TSU9TpgFFH2How,85027,"[u'Bakeries', u'Food', u'Sandwiches', u'Breakfast & Brunch', u'Restaurants']",Wildflower Bread Company,,203,AZ,2805 W Agua Fria Fwy,Phoenix,4.0
4026,TulmRC5V0--dnXYd_GOSvA,85202,"[u'Chinese', u'Restaurants']",Golden Gate Chinese Restaurant,,180,AZ,2640 W Baseline Rd,Mesa,4.0
4027,Tw3miGKZHtmxmaQZIYFRrA,85012,"[u'Restaurants', u'Pizza', u'Italian']",Federal Pizza,,762,AZ,5210 N Central Ave,Phoenix,4.5
4028,TyZnv8aX1OJfBKoyuYgZLQ,89005,"[u'Bars', u'Restaurants', u'Nightlife', u'Music Venues', u'Burgers', u'Arts & Entertainment']",The Dillinger,,348,NV,1224 Arizona St,Boulder City,4.0
4029,U3kygJOTlTQFlfaZS7sQjA,28203,"[u'American (Traditional)', u'Hot Dogs', u'Vegetarian', u'Caterers', u'Event Planning & Services', u'Restaurants']",JJ's Red Hots,Dilworth,321,NC,1514 East Blvd,Charlotte,4.0
4030,U4iqELk1IiqARpk5uJJOZg,M5S 1X8,"[u'Street Vendors', u'Ice Cream & Frozen Yogurt', u'Food Trucks', u'Food', u'Restaurants', u'Cafes', u'Food Stands', u'Bakeries', u'Specialty Food', u'Desserts']",Eva's Original Chimneys,The Annex,186,ON,454 Bloor Street W,Toronto,4.0
4031,U5XCBcTtiNyasdT3A2_V3A,H2W 1H1,"[u'Gluten-Free', u'Vegetarian', u'Venezuelan', u'Restaurants', u'Latin American', u'Vegan']",Arepera,Plateau-Mont-Royal,218,QC,4050 Rue de Bullion,Montréal,4.5
4032,U5ZlFP1kBFzlmnaIn1f9sQ,85308,"[u'Steakhouses', u'Japanese', u'Sushi Bars', u'Restaurants']",Sushi Fix,,174,AZ,"6645 W Bell Rd, Ste 103",Glendale,4.0
4033,U9nXdynQ2YR5xYx8tM3S7w,89102,"[u'Bars', u'Burgers', u'Wine Bars', u'Nightlife', u'American (Traditional)', u'Restaurants', u'American (New)']",TGI Fridays,Westside,176,NV,4570 W Sahara Ave,Las Vegas,2.5
4034,UCqWJWovgeelP1OUI_L90w,85018,"[u'Hot Dogs', u'Burgers', u'Restaurants']",Chicago Hamburger,,351,AZ,3749 E Indian School Rd,Phoenix,4.0
4035,UFyzcr1y2r3y-e_tNpA9VA,53704,"[u'Fast Food', u'Barbeque', u'Restaurants']",Smoky Jon's No 1 B-B-Q,Sherman,197,WI,2310 Packers Ave,Madison,4.0
4036,UGyEr_PMA-v1cuim0gMPlQ,85224,"[u'Pizza', u'Restaurants', u'Italian']",NYPD Pizza,,193,AZ,2580 W Chandler Blvd,Chandler,4.0
4037,UHPjDgiEHnTe7-MP-b2kyQ,85250,"[u'Restaurants', u'Italian']",Veneto Trattoria,,163,AZ,6137 N Scottsdale Rd,Scottsdale,4.0
4038,UJb1PrUWDFfuzwUPc1pP4Q,85281,"[u'Cocktail Bars', u'Restaurants', u'Sports Bars', u'Nightlife', u'Lounges', u'Bars', u'Dance Clubs', u'Mexican']",El Hefe,,413,AZ,"640 S Mill Ave, Ste 110",Tempe,3.0
4039,UK2Onb024Azao0DrTHSvhg,89123,"[u'Restaurants', u'Ethnic Food', u'Food', u'Specialty Food', u'Greek']",Yanni's Greek Grill,Southeast,310,NV,"9620 S Las Vegas Blvd, Ste E-7",Las Vegas,4.5
4040,UMqfeCItzQ2glr4d9apGlA,89120,"[u'Tea Rooms', u'Food', u'Coffee & Tea', u'Vegan', u'Restaurants']",Sunrise Coffee,Southeast,944,NV,"3130 E Sunset Rd, Ste A",Las Vegas,4.5
4041,UNMBMKI9FjnO9flxPxV-1w,89117,"[u'Restaurants', u'Italian', u'Food', u'Pizza', u'Sandwiches', u'Chicken Wings']",Papa Pinny's Pizzeria,Westside,188,NV,"8125 W Sahara Ave, Ste 170",Las Vegas,4.5
4042,URFhSrJPk7JM2pUtsuWsAg,85012,"[u'Restaurants', u'Chinese']",China Chili,,446,AZ,302 E Flower St,Phoenix,4.0
4043,USbeHpw9-zMtGct92LtJYg,85205,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Italian', u'Restaurants']",Venezia's New York Style Pizzeria,,174,AZ,5057 E McKellips Rd,Mesa,4.0
4044,UTXNr62dGSK-tet8OeXUcQ,89109,"[u'Steakhouses', u'Restaurants', u'Vegetarian', u'Asian Fusion', u'Bars', u'American (Traditional)', u'Cocktail Bars', u'Nightlife', u'Beer Bar', u'Wine Bars', u'Seafood', u'American (New)']",Yard House,The Strip,828,NV,3545 Las Vegas Blvd,Las Vegas,4.0
4045,UUtWoDyREiy9MPdtTRFUYQ,85027,"[u'Chinese', u'Buffets', u'Restaurants', u'Asian Fusion', u'Thai']",George & Son's Asian Cuisine,,333,AZ,3049 W Agua Fria Fwy,Phoenix,4.0
